epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,1936.74,0.68198,0.42993,0.90187,0.99173,0.99957,0.995,0.82513,0.67667,0.36493,0.89196,0.0004556,0.0004556,0.0004556
41,1982.96,0.61648,0.57559,0.86728,0.99173,0.99967,0.995,0.8216,0.7135,0.37365,0.90186,0.000416,0.000416,0.000416
42,2027.61,0.6176,0.50715,0.86818,0.99173,0.99957,0.995,0.82057,0.7296,0.42199,0.90716,0.0003764,0.0003764,0.0003764
43,2105.32,0.60416,0.46854,0.86818,0.99173,0.99938,0.995,0.8289,0.703,0.43479,0.90044,0.0003368,0.0003368,0.0003368
44,2146.24,0.61327,0.48123,0.85141,0.99173,0.99911,0.995,0.83432,0.65939,0.40362,0.88895,0.0002972,0.0002972,0.0002972
45,2209.55,0.58347,0.43719,0.86398,0.99173,0.99921,0.995,0.83284,0.65787,0.37594,0.88872,0.0002576,0.0002576,0.0002576
46,2251.34,0.58312,0.42057,0.86662,0.99173,0.99936,0.99417,0.82646,0.69231,0.36546,0.89931,0.000218,0.000218,0.000218
47,2295.35,0.58266,0.41644,0.8673,0.99055,0.99167,0.99433,0.82142,0.70225,0.36719,0.90255,0.0001784,0.0001784,0.0001784
48,2372.77,0.5855,0.41195,0.8419,0.98359,0.99916,0.99492,0.82812,0.68393,0.35955,0.89581,0.0001388,0.0001388,0.0001388
49,2415.66,0.55894,0.39462,0.85672,0.98359,0.9991,0.99492,0.83476,0.6754,0.3563,0.89245,9.92e-05,9.92e-05,9.92e-05
50,2485.75,0.57074,0.39588,0.86811,0.98359,0.99909,0.99492,0.8343,0.67059,0.35208,0.89014,5.96e-05,5.96e-05,5.96e-05
