epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,1005.23,1.29188,0.75776,0.97413,0.94295,0.90812,0.95414,0.54626,1.39258,1.11123,1.04042,0.0016238,0.0016238,0.0016238
40,1020.37,1.31235,0.77354,1.01411,0.92325,0.91209,0.96313,0.52898,1.42579,1.19579,1.04945,0.0016139,0.0016139,0.0016139
41,1035.8,1.30932,0.80053,0.98066,0.92325,0.91209,0.96313,0.52898,1.42579,1.19579,1.04945,0.001604,0.001604,0.001604
42,1050.97,1.31851,0.78004,0.99918,0.94432,0.92308,0.96738,0.53277,1.43586,1.09035,1.07247,0.0015941,0.0015941,0.0015941
43,1066.35,1.3364,0.74055,0.9999,0.96274,0.96703,0.98342,0.57056,1.38934,0.91706,1.05712,0.0015842,0.0015842,0.0015842
44,1081.41,1.28074,0.7262,1.00116,0.94687,0.97922,0.98832,0.59093,1.3799,0.81616,1.05823,0.0015743,0.0015743,0.0015743
45,1096.84,1.34042,0.71328,0.98179,0.94687,0.97922,0.98832,0.59093,1.3799,0.81616,1.05823,0.0015644,0.0015644,0.0015644
46,1111.89,1.31587,0.74136,0.99349,0.93068,0.95604,0.98118,0.57809,1.4071,0.79973,1.07249,0.0015545,0.0015545,0.0015545
47,1126.83,1.27235,0.73989,0.99829,0.94666,0.97515,0.98092,0.55161,1.48469,0.83208,1.09042,0.0015446,0.0015446,0.0015446
48,1142.23,1.34666,0.73729,1.01573,0.95413,0.97802,0.97967,0.54726,1.44782,0.84255,1.07903,0.0015347,0.0015347,0.0015347
49,1157.6,1.32845,0.71682,0.9828,0.95413,0.97802,0.97967,0.54726,1.44782,0.84255,1.07903,0.0015248,0.0015248,0.0015248
50,1172.73,1.27141,0.72198,0.99387,0.95249,0.98901,0.98027,0.57827,1.40717,0.81752,1.06313,0.0015149,0.0015149,0.0015149
51,1188.16,1.28403,0.73609,0.99295,0.93664,0.97466,0.9696,0.58265,1.3548,0.79209,1.0539,0.001505,0.001505,0.001505
52,1203.85,1.3314,0.72234,1.00285,0.93121,0.97802,0.97042,0.56438,1.36019,0.77934,1.05766,0.0014951,0.0014951,0.0014951
53,1218.89,1.30397,0.71297,0.9866,0.93121,0.97802,0.97042,0.56438,1.36019,0.77934,1.05766,0.0014852,0.0014852,0.0014852
54,1233.82,1.25074,0.70951,0.99791,0.95165,0.98901,0.98425,0.57196,1.34528,0.74658,1.054,0.0014753,0.0014753,0.0014753
55,1249.2,1.24189,0.68928,1.00747,0.94197,0.97802,0.97621,0.54652,1.39449,0.74537,1.0728,0.0014654,0.0014654,0.0014654
56,1264.13,1.26253,0.71662,0.9997,0.94484,0.97802,0.97818,0.56957,1.39794,0.70186,1.06511,0.0014555,0.0014555,0.0014555
57,1279.95,1.29172,0.68924,0.97063,0.94484,0.97802,0.97818,0.56957,1.39794,0.70186,1.06511,0.0014456,0.0014456,0.0014456
58,1296.24,1.24744,0.68333,0.9942,0.95909,0.95604,0.97783,0.57046,1.42884,0.70694,1.0771,0.0014357,0.0014357,0.0014357
59,1312.27,1.27195,0.69398,0.96019,0.92941,0.94505,0.942,0.53413,1.47542,0.78599,1.11685,0.0014258,0.0014258,0.0014258
60,1326.67,1.22802,0.67829,0.99645,0.87746,0.96703,0.95352,0.54942,1.39774,0.80062,1.07228,0.0014159,0.0014159,0.0014159
61,1341.01,1.20561,0.67318,0.96876,0.87746,0.96703,0.95352,0.54942,1.39774,0.80062,1.07228,0.001406,0.001406,0.001406
62,1356.78,1.2513,0.66988,0.97086,0.96203,0.96703,0.98954,0.57716,1.4038,0.72733,1.06154,0.0013961,0.0013961,0.0013961
63,1371.69,1.2324,0.66642,0.97562,0.97537,0.98901,0.99059,0.57617,1.45386,0.70714,1.08052,0.0013862,0.0013862,0.0013862
64,1387.06,1.25705,0.65974,1.00372,0.95544,0.94241,0.97079,0.55338,1.46455,0.73395,1.09051,0.0013763,0.0013763,0.0013763
65,1402.84,1.26986,0.70933,1.00421,0.95544,0.94241,0.97079,0.55338,1.46455,0.73395,1.09051,0.0013664,0.0013664,0.0013664
66,1418.16,1.251,0.69302,0.99492,0.95429,0.91766,0.96713,0.55415,1.46139,0.73868,1.10153,0.0013565,0.0013565,0.0013565
67,1432.84,1.25575,0.72235,0.99241,0.96525,0.97802,0.98697,0.57677,1.45549,0.70596,1.08675,0.0013466,0.0013466,0.0013466
68,1447.6,1.23328,0.66141,0.97811,0.96764,0.98592,0.9902,0.57978,1.44524,0.70319,1.08362,0.0013367,0.0013367,0.0013367
69,1463.11,1.23498,0.64997,0.96446,0.96764,0.98592,0.9902,0.57978,1.44524,0.70319,1.08362,0.0013268,0.0013268,0.0013268
70,1478.69,1.20905,0.64427,1.00249,0.95641,0.98901,0.99019,0.5981,1.42004,0.67857,1.08039,0.0013169,0.0013169,0.0013169
71,1493.23,1.21498,0.63252,0.97314,0.9619,0.94505,0.97852,0.58632,1.4025,0.66212,1.08349,0.001307,0.001307,0.001307
72,1507.99,1.21753,0.66746,0.99669,0.97644,0.95604,0.98765,0.56948,1.45123,0.6882,1.09599,0.0012971,0.0012971,0.0012971
73,1523.28,1.23356,0.65046,0.98117,0.97644,0.95604,0.98765,0.56948,1.45123,0.6882,1.09599,0.0012872,0.0012872,0.0012872
74,1538.69,1.17963,0.61383,0.94061,0.96088,0.94505,0.98351,0.53807,1.55116,0.69513,1.11753,0.0012773,0.0012773,0.0012773
75,1553.59,1.251,0.65367,1.01515,0.96407,0.94505,0.98184,0.55841,1.49544,0.68075,1.09546,0.0012674,0.0012674,0.0012674
76,1568.51,1.17431,0.6562,0.96895,0.97307,0.95604,0.98498,0.57738,1.43532,0.68834,1.07937,0.0012575,0.0012575,0.0012575
77,1583.66,1.23728,0.64518,0.98195,0.97307,0.95604,0.98498,0.57738,1.43532,0.68834,1.07937,0.0012476,0.0012476,0.0012476
78,1627.63,1.21072,0.63657,0.95966,0.97752,0.95562,0.98494,0.57328,1.42145,0.69125,1.07712,0.0012377,0.0012377,0.0012377
79,1644.63,1.21247,0.65165,0.93235,0.94658,0.97365,0.98622,0.54171,1.51378,0.68524,1.11029,0.0012278,0.0012278,0.0012278
80,1658.54,1.18504,0.62087,0.97011,0.95667,0.97042,0.98952,0.56124,1.45686,0.65709,1.09742,0.0012179,0.0012179,0.0012179
81,2258.71,1.23678,0.61677,0.96321,0.95667,0.97042,0.98952,0.56124,1.45686,0.65709,1.09742,0.001208,0.001208,0.001208
82,2273.51,1.16751,0.60153,0.93931,0.98879,0.96929,0.99227,0.60925,1.35799,0.63393,1.0708,0.0011981,0.0011981,0.0011981
83,2288.27,1.22172,0.62875,0.97848,0.96547,0.95604,0.97663,0.57139,1.43125,0.64485,1.10915,0.0011882,0.0011882,0.0011882
84,2311.18,1.17785,0.63328,0.98045,0.95865,0.95604,0.97683,0.56208,1.43745,0.65304,1.10605,0.0011783,0.0011783,0.0011783
85,2325.8,1.18741,0.62135,0.97084,0.95865,0.95604,0.97683,0.56208,1.43745,0.65304,1.10605,0.0011684,0.0011684,0.0011684
86,2340.49,1.16744,0.60167,0.97626,0.9472,0.98576,0.97911,0.5936,1.35794,0.6423,1.07518,0.0011585,0.0011585,0.0011585
87,3073.26,1.19261,0.62875,0.96729,0.95674,0.97213,0.97882,0.60101,1.33705,0.62252,1.06858,0.0011486,0.0011486,0.0011486
88,3089.71,1.14537,0.59982,0.96522,0.97722,0.94283,0.97993,0.5754,1.40964,0.62911,1.11035,0.0011387,0.0011387,0.0011387
89,3104.41,1.16496,0.58381,0.97,0.97722,0.94283,0.97993,0.5754,1.40964,0.62911,1.11035,0.0011288,0.0011288,0.0011288
90,3119.67,1.18271,0.59475,0.97395,0.91643,0.96411,0.96715,0.5549,1.4764,0.64264,1.13731,0.0011189,0.0011189,0.0011189
91,4151.24,1.1621,0.60274,0.96017,0.92665,0.97189,0.97802,0.58354,1.39371,0.6279,1.08222,0.001109,0.001109,0.001109
92,4166.35,1.12924,0.56767,0.96367,0.96623,0.94324,0.97049,0.58211,1.37995,0.62696,1.06752,0.0010991,0.0010991,0.0010991
93,4180.98,1.10692,0.56431,0.96432,0.96623,0.94324,0.97049,0.58211,1.37995,0.62696,1.06752,0.0010892,0.0010892,0.0010892
94,5105.49,1.12149,0.59392,0.96353,0.94859,0.96703,0.96809,0.59322,1.39445,0.6282,1.07496,0.0010793,0.0010793,0.0010793
95,5121.11,1.09052,0.56652,0.94506,0.94334,0.93407,0.94596,0.56246,1.49412,0.64926,1.11979,0.0010694,0.0010694,0.0010694
96,5135.67,1.11271,0.5584,0.95365,0.94562,0.95546,0.95862,0.57284,1.44804,0.63304,1.09586,0.0010595,0.0010595,0.0010595
97,5150.39,1.18603,0.61929,0.9686,0.94562,0.95546,0.95862,0.57284,1.44804,0.63304,1.09586,0.0010496,0.0010496,0.0010496
98,5164.78,1.10697,0.5994,0.9591,0.94566,0.97802,0.96931,0.58762,1.4244,0.61899,1.08467,0.0010397,0.0010397,0.0010397
99,5766.57,1.14679,0.59119,0.95304,0.94673,0.97644,0.97183,0.58028,1.47428,0.62996,1.1055,0.0010298,0.0010298,0.0010298
100,5781.4,1.14278,0.58851,0.94492,0.96391,0.94505,0.97506,0.57864,1.49471,0.62583,1.1134,0.0010199,0.0010199,0.0010199
101,5795.77,1.12566,0.57403,0.92276,0.96391,0.94505,0.97506,0.57864,1.49471,0.62583,1.1134,0.00101,0.00101,0.00101
102,5810.41,1.09633,0.56724,0.93021,0.94429,0.97802,0.97756,0.59403,1.41877,0.60396,1.08424,0.0010001,0.0010001,0.0010001
103,5825.01,1.08439,0.56073,0.9252,0.9555,0.97802,0.98029,0.60098,1.38788,0.59154,1.08013,0.0009902,0.0009902,0.0009902
104,5839.14,1.084,0.58228,0.95877,0.93428,0.97802,0.9703,0.58645,1.40554,0.6036,1.09072,0.0009803,0.0009803,0.0009803
105,5853.5,1.07559,0.55966,0.93611,0.93428,0.97802,0.9703,0.58645,1.40554,0.6036,1.09072,0.0009704,0.0009704,0.0009704
106,5867.61,1.06551,0.56314,0.93105,0.93013,0.97802,0.97084,0.58279,1.44673,0.61867,1.1052,0.0009605,0.0009605,0.0009605
107,5882.68,1.08378,0.58606,0.97299,0.93661,0.97425,0.96923,0.57262,1.47769,0.61669,1.11353,0.0009506,0.0009506,0.0009506
108,5897.12,1.078,0.56653,0.95171,0.92609,0.96387,0.95655,0.55919,1.46576,0.60621,1.10747,0.0009407,0.0009407,0.0009407
109,5911.84,1.04169,0.58278,0.94148,0.92609,0.96387,0.95655,0.55919,1.46576,0.60621,1.10747,0.0009308,0.0009308,0.0009308
110,5926.17,1.10452,0.5773,0.93786,0.93463,0.9427,0.94745,0.53591,1.50886,0.61909,1.13755,0.0009209,0.0009209,0.0009209
111,5940.81,1.08363,0.5699,0.95553,0.92857,0.95604,0.94392,0.55352,1.48082,0.61778,1.11851,0.000911,0.000911,0.000911
112,5955.22,1.10247,0.57625,0.94812,0.91813,0.98587,0.96687,0.56799,1.4832,0.63523,1.10615,0.0009011,0.0009011,0.0009011
113,5969.64,1.07175,0.57182,0.94286,0.91813,0.98587,0.96687,0.56799,1.4832,0.63523,1.10615,0.0008912,0.0008912,0.0008912
114,5984.26,1.0575,0.54644,0.91291,0.93662,0.9744,0.96936,0.5701,1.46513,0.63852,1.10135,0.0008813,0.0008813,0.0008813
115,5999.18,1.08203,0.54541,0.95326,0.93026,0.96703,0.95326,0.57674,1.43324,0.63415,1.092,0.0008714,0.0008714,0.0008714
116,6013.67,1.06765,0.57711,0.94071,0.92329,0.96703,0.95145,0.55821,1.44583,0.63551,1.10599,0.0008615,0.0008615,0.0008615
117,6027.64,1.06235,0.54513,0.91516,0.92329,0.96703,0.95145,0.55821,1.44583,0.63551,1.10599,0.0008516,0.0008516,0.0008516
118,6042.15,1.04186,0.54751,0.92345,0.92483,0.96703,0.95217,0.56452,1.43182,0.6297,1.09672,0.0008417,0.0008417,0.0008417
119,6057.12,1.05631,0.56451,0.9467,0.91812,0.95604,0.94972,0.5663,1.43323,0.63038,1.0938,0.0008318,0.0008318,0.0008318
120,6071.6,1.05926,0.56444,0.93928,0.92506,0.94959,0.95325,0.56142,1.44883,0.6255,1.09888,0.0008219,0.0008219,0.0008219
121,6086.29,1.06522,0.55304,0.9208,0.92506,0.94959,0.95325,0.56142,1.44883,0.6255,1.09888,0.000812,0.000812,0.000812
122,6100.52,1.05091,0.54153,0.92633,0.90685,0.96281,0.9598,0.55701,1.4461,0.61146,1.09675,0.0008021,0.0008021,0.0008021
123,6115.44,1.04808,0.54825,0.95097,0.91241,0.95604,0.96709,0.57585,1.42859,0.60508,1.09294,0.0007922,0.0007922,0.0007922
124,6130.21,1.01917,0.53111,0.9254,0.9241,0.94505,0.96746,0.57947,1.42635,0.62811,1.09236,0.0007823,0.0007823,0.0007823
125,6145.4,1.01566,0.53782,0.91944,0.9241,0.94505,0.96746,0.57947,1.42635,0.62811,1.09236,0.0007724,0.0007724,0.0007724
126,6159.85,1.00826,0.52371,0.91164,0.94546,0.95249,0.97885,0.58324,1.43648,0.63371,1.09753,0.0007625,0.0007625,0.0007625
127,6174.5,1.00424,0.52416,0.90976,0.91546,0.95196,0.96321,0.57714,1.4321,0.62521,1.09897,0.0007526,0.0007526,0.0007526
128,6189.1,0.94348,0.51081,0.90706,0.9492,0.96703,0.97992,0.58455,1.43611,0.61497,1.09679,0.0007427,0.0007427,0.0007427
129,6203.77,1.02351,0.53422,0.93139,0.9492,0.96703,0.97992,0.58455,1.43611,0.61497,1.09679,0.0007328,0.0007328,0.0007328
130,6218.54,1.04524,0.52728,0.93674,0.96649,0.95083,0.98281,0.59292,1.42684,0.5974,1.08457,0.0007229,0.0007229,0.0007229
131,6233.18,0.98264,0.53728,0.93704,0.95652,0.96706,0.98368,0.58763,1.45401,0.60354,1.09039,0.000713,0.000713,0.000713
132,6248.15,1.00913,0.52112,0.92206,0.95661,0.96918,0.99054,0.58319,1.49586,0.62889,1.10693,0.0007031,0.0007031,0.0007031
133,6262.46,1.06311,0.55435,0.95718,0.95661,0.96918,0.99054,0.58319,1.49586,0.62889,1.10693,0.0006932,0.0006932,0.0006932
134,6277.22,1.0038,0.52062,0.92054,0.97363,0.96703,0.98752,0.56811,1.4922,0.63126,1.1046,0.0006833,0.0006833,0.0006833
135,6291.93,1.04312,0.53375,0.91208,0.95723,0.9838,0.9837,0.56819,1.48918,0.63349,1.0987,0.0006734,0.0006734,0.0006734
136,6306.66,0.99657,0.52773,0.93933,0.95727,0.98481,0.97971,0.56697,1.48933,0.64513,1.1039,0.0006635,0.0006635,0.0006635
137,6323.03,0.95272,0.50134,0.90906,0.95727,0.98481,0.97971,0.56697,1.48933,0.64513,1.1039,0.0006536,0.0006536,0.0006536
138,6341.49,0.97326,0.50765,0.92189,0.96388,0.98901,0.97162,0.55411,1.49453,0.64602,1.11733,0.0006437,0.0006437,0.0006437
139,6362.1,0.94237,0.49162,0.91384,0.96199,0.97802,0.97853,0.55759,1.47999,0.63554,1.11988,0.0006338,0.0006338,0.0006338
140,6382.91,1.01619,0.51502,0.91889,0.94499,0.96703,0.97618,0.55193,1.45261,0.62729,1.10572,0.0006239,0.0006239,0.0006239
141,6403.32,0.95952,0.50293,0.91926,0.94499,0.96703,0.97618,0.55193,1.45261,0.62729,1.10572,0.000614,0.000614,0.000614
142,6422.23,0.99066,0.51525,0.90986,0.94714,0.98447,0.97928,0.56712,1.45702,0.6191,1.10847,0.0006041,0.0006041,0.0006041
143,6440.03,0.99031,0.52775,0.91993,0.93727,0.98516,0.98106,0.56695,1.44578,0.62324,1.1058,0.0005942,0.0005942,0.0005942
144,6457.34,0.94661,0.49618,0.90436,0.94676,0.97715,0.98061,0.5701,1.42564,0.61428,1.10441,0.0005843,0.0005843,0.0005843
145,6474.94,0.95632,0.53278,0.9085,0.94676,0.97715,0.98061,0.5701,1.42564,0.61428,1.10441,0.0005744,0.0005744,0.0005744
146,6491.25,0.98462,0.53294,0.92103,0.95552,0.97802,0.97961,0.56915,1.45534,0.61203,1.11756,0.0005645,0.0005645,0.0005645
147,6507.22,0.98268,0.50822,0.9127,0.93738,0.98708,0.97,0.55869,1.45822,0.62193,1.11358,0.0005546,0.0005546,0.0005546
148,6524.9,0.98932,0.50413,0.9235,0.94621,0.96653,0.96902,0.55183,1.4602,0.62679,1.11342,0.0005447,0.0005447,0.0005447
149,6542.01,1.01483,0.52769,0.90251,0.94621,0.96653,0.96902,0.55183,1.4602,0.62679,1.11342,0.0005348,0.0005348,0.0005348
150,6559.01,0.9548,0.52292,0.91163,0.95446,0.96703,0.96999,0.55475,1.46302,0.61334,1.11557,0.0005249,0.0005249,0.0005249
151,6575.78,0.95326,0.5026,0.89864,0.93737,0.98688,0.96949,0.53498,1.48146,0.61736,1.12941,0.000515,0.000515,0.000515
152,6592.96,0.90236,0.49031,0.91451,0.93678,0.97704,0.9524,0.53704,1.50527,0.61916,1.14729,0.0005051,0.0005051,0.0005051
153,6611.05,0.93728,0.48283,0.89526,0.93678,0.97704,0.9524,0.53704,1.50527,0.61916,1.14729,0.0004952,0.0004952,0.0004952
154,6628.35,0.87343,0.48503,0.90443,0.92531,0.97802,0.95779,0.55376,1.47146,0.60939,1.12666,0.0004853,0.0004853,0.0004853
155,6646.32,0.92991,0.47842,0.89027,0.93683,0.98901,0.97571,0.56424,1.43676,0.61196,1.11205,0.0004754,0.0004754,0.0004754
156,6664.92,0.94174,0.52949,0.92744,0.96283,0.95604,0.96033,0.55443,1.43689,0.62319,1.11556,0.0004655,0.0004655,0.0004655
157,6683.58,0.91706,0.48994,0.90335,0.96283,0.95604,0.96033,0.55443,1.43689,0.62319,1.11556,0.0004556,0.0004556,0.0004556
158,6702.23,0.92585,0.49645,0.89166,0.92514,0.96703,0.93825,0.53542,1.46864,0.62798,1.12843,0.0004457,0.0004457,0.0004457
159,6721.7,0.86808,0.47935,0.88268,0.91193,0.95604,0.93423,0.52746,1.48551,0.62856,1.13518,0.0004358,0.0004358,0.0004358
160,6741.05,0.91819,0.49148,0.87615,0.94556,0.95426,0.95736,0.54181,1.46603,0.63066,1.12004,0.0004259,0.0004259,0.0004259
161,6759.85,0.84028,0.46907,0.89681,0.94556,0.95426,0.95736,0.54181,1.46603,0.63066,1.12004,0.000416,0.000416,0.000416
162,6779.76,0.89463,0.47708,0.89655,0.94398,0.95604,0.95298,0.5406,1.46966,0.62919,1.11957,0.0004061,0.0004061,0.0004061
163,6799,0.88651,0.48572,0.88828,0.94344,0.95604,0.95335,0.53136,1.51275,0.63594,1.1404,0.0003962,0.0003962,0.0003962
164,6818,0.91791,0.47811,0.88337,0.95441,0.96703,0.96412,0.51993,1.54825,0.63588,1.16129,0.0003863,0.0003863,0.0003863
165,6835.83,0.89263,0.49983,0.88591,0.95441,0.96703,0.96412,0.51993,1.54825,0.63588,1.16129,0.0003764,0.0003764,0.0003764
166,6854.05,0.87607,0.47757,0.89631,0.95414,0.95604,0.96343,0.5165,1.56261,0.62135,1.16946,0.0003665,0.0003665,0.0003665
167,6871.75,0.91801,0.48328,0.89215,0.95502,0.95604,0.96755,0.54462,1.51728,0.61009,1.13967,0.0003566,0.0003566,0.0003566
168,6889.32,0.96798,0.49016,0.88417,0.95573,0.95604,0.96515,0.55866,1.49437,0.60386,1.12485,0.0003467,0.0003467,0.0003467
169,6907.57,0.89857,0.47267,0.88888,0.95573,0.95604,0.96515,0.55866,1.49437,0.60386,1.12485,0.0003368,0.0003368,0.0003368
170,6926.12,0.86299,0.46231,0.87687,0.95601,0.95539,0.96489,0.56478,1.49553,0.61052,1.12908,0.0003269,0.0003269,0.0003269
171,6945.33,0.86755,0.46075,0.88451,0.956,0.95512,0.96468,0.55733,1.51533,0.61415,1.14445,0.000317,0.000317,0.000317
172,6964.76,0.84479,0.45443,0.86994,0.96702,0.96657,0.97449,0.55618,1.5221,0.60854,1.15361,0.0003071,0.0003071,0.0003071
173,6983.64,0.87563,0.46766,0.8967,0.96702,0.96657,0.97449,0.55618,1.5221,0.60854,1.15361,0.0002972,0.0002972,0.0002972
174,7002.7,0.90423,0.49975,0.89358,0.96676,0.96703,0.97458,0.54905,1.51936,0.59858,1.15333,0.0002873,0.0002873,0.0002873
175,7023.37,0.87397,0.4599,0.87712,0.96636,0.96703,0.97659,0.56106,1.48761,0.5867,1.13561,0.0002774,0.0002774,0.0002774
176,7043.3,0.92817,0.48999,0.88782,0.96733,0.97599,0.97893,0.57466,1.45753,0.58391,1.11788,0.0002675,0.0002675,0.0002675
177,7062.83,0.8734,0.45918,0.88763,0.96733,0.97599,0.97893,0.57466,1.45753,0.58391,1.11788,0.0002576,0.0002576,0.0002576
178,7083.37,0.87451,0.46805,0.89804,0.96627,0.97802,0.9793,0.57032,1.4518,0.58512,1.11307,0.0002477,0.0002477,0.0002477
179,7102.57,0.81318,0.44862,0.87653,0.94678,0.97745,0.96629,0.57264,1.46108,0.58658,1.11981,0.0002378,0.0002378,0.0002378
180,7122.02,0.88738,0.47263,0.85858,0.94678,0.97744,0.964,0.55703,1.48132,0.58746,1.13451,0.0002279,0.0002279,0.0002279
181,7140.95,0.86701,0.46625,0.88762,0.94678,0.97744,0.964,0.55703,1.48132,0.58746,1.13451,0.000218,0.000218,0.000218
182,7161.11,0.86573,0.47446,0.88506,0.94602,0.97802,0.9625,0.55375,1.49343,0.59142,1.14132,0.0002081,0.0002081,0.0002081
